Fecha,Tienda,Categoria,Vendedor,Producto,Cantidad, Precio , Ingresos 
09/07/2026,Tienda D,Belleza,Luis,Plancha de cabello Remington,2, $820.70 ," $1,641.40 "
09/08/2026,Tienda A,Ropa,Ana,Casaca Puma,2, $116.70 , $233.40 
09/09/2026,Tienda B,Deportes,Rosa,Raqueta Wilson,2, $77.15 , $154.30 
09/10/2026,Tienda A,Deportes,Luc’a,Bal—n Adidas,1," $1,497.69 "," $1,497.69 "
09/11/2026,Tienda C,Hogar,Josˇ,Microondas LG,6," $1,130.27 "," $6,781.62 "
09/12/2026,Tienda E,Belleza,Josˇ,Crema Nivea,6," $1,047.11 "," $6,282.66 "
9/13/2026,Tienda A,Deportes,Josˇ,Bal—n Adidas,10, $225.27 ," $2,252.70 "
9/14/2026,Tienda A,Electr—nica,Carlos,Auriculares Sony,1," $1,162.48 "," $1,162.48 "
9/15/2026,Tienda A,Electr—nica,Josˇ,Smartphone Samsung,3, $753.70 ," $2,261.10 "
9/16/2026,Tienda C,Ropa,Ana,Casaca Puma,5," $1,422.27 "," $7,111.35 "
9/17/2026,Tienda B,Ropa,Pedro,Zapatillas Nike,4, $872.42 ," $3,489.68 "
9/18/2026,Tienda E,Hogar,Luis,Licuadora Oster,1, $118.62 , $118.62 
9/19/2026,Tienda E,Electr—nica,Ana,Laptop HP,1," $1,457.78 "," $1,457.78 "
9/20/2026,Tienda B,Juguetes,Pedro,Puzzle 1000 piezas,9, $139.05 ," $1,251.45 "
9/21/2026,Tienda E,Deportes,Carlos,Guantes Everlast,4," $1,459.93 "," $5,839.72 "
9/22/2026,Tienda B,Juguetes,Josˇ,Mu–eca Barbie,7, $403.42 ," $2,823.94 "
9/23/2026,Tienda E,Hogar,Pedro,Plancha Philips,6, $744.90 ," $4,469.40 "
9/24/2026,Tienda B,Juguetes,Josˇ,Auto Hot Wheels,5," $1,019.60 "," $5,098.00 "
9/25/2026,Tienda A,Belleza,Pedro,Perfume Dior,9, $560.57 ," $5,045.13 "
9/26/2026,Tienda A,Juguetes,Mar’a,Lego Star Wars,4, $292.59 ," $1,170.36 "
9/27/2026,Tienda B,Ropa,Luc’a,Zapatillas Nike,1," $1,378.39 "," $1,378.39 "
9/28/2026,Tienda B,Electr—nica,Ana,Smartwatch Apple,5, $777.25 ," $3,886.25 "
9/29/2026,Tienda B,Ropa,Carlos,Camisa Lacoste,5, $301.14 ," $1,505.70 "
9/30/2026,Tienda A,Belleza,Luc’a,Perfume Dior,4, $481.84 ," $1,927.36 "
10/01/2026,Tienda D,Belleza,Pedro,Maquillaje Maybelline,6," $1,156.12 "," $6,936.72 "
10/02/2026,Tienda E,Belleza,Josˇ,Perfume Dior,1," $1,304.03 "," $1,304.03 "
10/03/2026,Tienda B,Hogar,Luis,Cafetera Delonghi,8, $148.93 ," $1,191.44 "
10/04/2026,Tienda E,Hogar,Josˇ,Ventilador Imaco,2," $1,263.00 "," $2,526.00 "
10/05/2026,Tienda B,Deportes,Carlos,Bal—n Adidas,8, $369.92 ," $2,959.36 "
10/06/2026,Tienda D,Ropa,Luis,Polo Adidas,1, $936.18 , $936.18 
10/07/2026,Tienda D,Electr—nica,Carlos,Laptop HP,4," $1,462.34 "," $5,849.36 "
10/08/2026,Tienda C,Hogar,Josˇ,Plancha Philips,8," $1,428.76 "," $11,430.08 "
10/09/2026,Tienda A,Ropa,Luis,Zapatillas Nike,7, $26.81 , $187.67 
10/10/2026,Tienda A,Hogar,Luc’a,Ventilador Imaco,6, $135.47 , $812.82 
10/11/2026,Tienda A,Juguetes,Luc’a,Auto Hot Wheels,2, $35.22 , $70.44 
10/12/2026,Tienda C,Juguetes,Josˇ,Puzzle 1000 piezas,5," $1,340.60 "," $6,703.00 "
10/13/2026,Tienda D,Deportes,Josˇ,Cuerda para saltar,4," $1,134.70 "," $4,538.80 "
10/14/2026,Tienda C,Electr—nica,Luis,Tablet Lenovo,3, $197.93 , $593.79 
10/15/2026,Tienda E,Deportes,Carlos,Guantes Everlast,1, $985.28 , $985.28 
10/16/2026,Tienda A,Electr—nica,Mar’a,Tablet Lenovo,10, $184.06 ," $1,840.60 "
10/17/2026,Tienda C,Ropa,Josˇ,Camisa Lacoste,4, $376.53 ," $1,506.12 "
10/18/2026,Tienda C,Deportes,Luc’a,Bicicleta Trek,5, $965.35 ," $4,826.75 "
10/19/2026,Tienda E,Juguetes,Mar’a,Puzzle 1000 piezas,3, $953.35 ," $2,860.05 "
10/20/2026,Tienda A,Electr—nica,Josˇ,Laptop HP,10, $946.62 ," $9,466.20 "
10/21/2026,Tienda B,Juguetes,Carlos,Puzzle 1000 piezas,8," $1,498.02 "," $11,984.16 "
10/22/2026,Tienda C,Juguetes,Ana,Drone para ni–os,9, $884.23 ," $7,958.07 "
10/23/2026,Tienda A,Juguetes,Luc’a,Drone para ni–os,3, $681.19 ," $2,043.57 "
10/24/2026,Tienda D,Juguetes,Mar’a,Lego Star Wars,2, $865.68 ," $1,731.36 "
10/25/2026,Tienda D,Hogar,Pedro,Licuadora Oster,5, $855.02 ," $4,275.10 "
10/26/2026,Tienda C,Ropa,Josˇ,Casaca Puma,9," $1,466.86 "," $13,201.74 "
10/27/2026,Tienda D,Hogar,Luc’a,Ventilador Imaco,4, $331.14 ," $1,324.56 "
10/28/2026,Tienda D,Juguetes,Rosa,Mu–eca Barbie,10," $1,463.98 "," $14,639.80 "
10/29/2026,Tienda D,Electr—nica,Rosa,Laptop HP,3, $60.32 , $180.96 
10/30/2026,Tienda B,Electr—nica,Carlos,Smartphone Samsung,2, $929.40 ," $1,858.80 "
10/31/2026,Tienda B,Deportes,Luc’a,Cuerda para saltar,6, $165.13 , $990.78 
11/01/2026,Tienda D,Hogar,Luc’a,Cafetera Delonghi,8, $508.60 ," $4,068.80 "
11/02/2026,Tienda C,Belleza,Josˇ,Maquillaje Maybelline,3, $387.97 ," $1,163.91 "
11/03/2026,Tienda B,Belleza,Ana,Crema Nivea,2, $630.07 ," $1,260.14 "
11/04/2026,Tienda B,Hogar,Carlos,Microondas LG,2," $1,022.56 "," $2,045.12 "
11/05/2026,Tienda B,Juguetes,Carlos,Puzzle 1000 piezas,10," $1,250.34 "," $12,503.40 "
11/06/2026,Tienda E,Hogar,Luis,Cafetera Delonghi,1, $478.67 , $478.67 
11/07/2026,Tienda A,Hogar,Mar’a,Microondas LG,10, $827.61 ," $8,276.10 "
11/08/2026,Tienda E,Deportes,Josˇ,Bal—n Adidas,8, $879.90 ," $7,039.20 "
11/09/2026,Tienda E,Belleza,Luc’a,Perfume Dior,3," $1,145.06 "," $3,435.18 "
11/10/2026,Tienda D,Hogar,Josˇ,Cafetera Delonghi,5," $1,231.25 "," $6,156.25 "
11/11/2026,Tienda C,Electr—nica,Luis,Smartphone Samsung,6," $1,214.61 "," $7,287.66 "
11/12/2026,Tienda A,Juguetes,Pedro,Mu–eca Barbie,1," $1,285.77 "," $1,285.77 "
11/13/2026,Tienda C,Ropa,Mar’a,Polo Adidas,1," $1,104.24 "," $1,104.24 "
11/14/2026,Tienda C,Hogar,Ana,Cafetera Delonghi,9," $1,205.36 "," $10,848.24 "
11/15/2026,Tienda C,Belleza,Luis,Secadora Philips,7," $1,191.91 "," $8,343.37 "
11/16/2026,Tienda A,Hogar,Rosa,Licuadora Oster,2, $123.42 , $246.84 
11/17/2026,Tienda E,Electr—nica,Luis,Laptop HP,1, $545.12 , $545.12 
11/18/2026,Tienda B,Ropa,Josˇ,Zapatillas Nike,2, $864.25 ," $1,728.50 "
11/19/2026,Tienda A,Hogar,Rosa,Microondas LG,5, $976.56 ," $4,882.80 "
11/20/2026,Tienda B,Hogar,Josˇ,Microondas LG,5, $247.42 ," $1,237.10 "
11/21/2026,Tienda E,Deportes,Carlos,Bicicleta Trek,5, $545.58 ," $2,727.90 "
11/22/2026,Tienda C,Juguetes,Luc’a,Puzzle 1000 piezas,2," $1,179.52 "," $2,359.04 "
11/23/2026,Tienda B,Belleza,Carlos,Secadora Philips,4, $548.73 ," $2,194.92 "
11/24/2026,Tienda B,Belleza,Ana,Secadora Philips,4, $233.36 , $933.44 
11/25/2026,Tienda D,Juguetes,Luc’a,Lego Star Wars,4, $270.75 ," $1,083.00 "
11/26/2026,Tienda A,Hogar,Luc’a,Plancha Philips,2," $1,177.72 "," $2,355.44 "
11/27/2026,Tienda A,Hogar,Rosa,Microondas LG,9, $596.10 ," $5,364.90 "
11/28/2026,Tienda D,Belleza,Luis,Plancha de cabello Remington,4," $1,278.07 "," $5,112.28 "
11/29/2026,Tienda C,Electr—nica,Pedro,Smartphone Samsung,3," $1,252.89 "," $3,758.67 "
11/30/2026,Tienda A,Ropa,Mar’a,Casaca Puma,9," $1,258.04 "," $11,322.36 "
12/01/2026,Tienda B,Ropa,Ana,Camisa Lacoste,9, $654.14 ," $5,887.26 "
12/02/2026,Tienda C,Hogar,Carlos,Plancha Philips,1, $132.13 , $132.13 
12/03/2026,Tienda B,Hogar,Carlos,Licuadora Oster,6, $792.45 ," $4,754.70 "
12/04/2026,Tienda E,Electr—nica,Luc’a,Tablet Lenovo,4, $192.40 , $769.60 
12/05/2026,Tienda D,Electr—nica,Rosa,Laptop HP,6," $1,408.96 "," $8,453.76 "
12/06/2026,Tienda D,Hogar,Luc’a,Cafetera Delonghi,6, $76.21 , $457.26 
12/07/2026,Tienda E,Ropa,Luis,Camisa Lacoste,6, $78.05 , $468.30 
12/08/2026,Tienda A,Belleza,Mar’a,Perfume Dior,9, $733.29 ," $6,599.61 "
12/09/2026,Tienda E,Ropa,Mar’a,Pantal—n Levi's,3, $370.22 ," $1,110.66 "
12/10/2026,Tienda E,Juguetes,Luc’a,Drone para ni–os,5," $1,138.74 "," $5,693.70 "
12/11/2026,Tienda D,Hogar,Luc’a,Cafetera Delonghi,10, $451.71 ," $4,517.10 "
12/12/2026,Tienda D,Hogar,Josˇ,Ventilador Imaco,1," $1,008.48 "," $1,008.48 "
12/13/2026,Tienda B,Electr—nica,Pedro,Smartphone Samsung,10," $1,485.84 "," $14,858.40 "
12/14/2026,Tienda E,Hogar,Josˇ,Licuadora Oster,6, $584.73 ," $3,508.38 "
12/15/2026,Tienda B,Hogar,Mar’a,Ventilador Imaco,1, $860.65 , $860.65 
12/16/2026,Tienda B,Ropa,Mar’a,Zapatillas Nike,9, $419.77 ," $3,777.93 "
12/17/2026,Tienda B,Electr—nica,Luis,Smartwatch Apple,2, $191.06 , $382.12 
12/18/2026,Tienda A,Juguetes,Ana,Mu–eca Barbie,6," $1,334.74 "," $8,008.44 "
12/19/2026,Tienda A,Juguetes,Ana,Auto Hot Wheels,2," $1,270.39 "," $2,540.78 "
12/20/2026,Tienda A,Juguetes,Rosa,Auto Hot Wheels,8, $888.94 ," $7,111.52 "
12/21/2026,Tienda B,Deportes,Mar’a,Guantes Everlast,1, $214.54 , $214.54 
12/22/2026,Tienda E,Belleza,Pedro,Crema Nivea,4," $1,491.33 "," $5,965.32 "
12/23/2026,Tienda E,Deportes,Carlos,Raqueta Wilson,1, $592.58 , $592.58 
12/24/2026,Tienda A,Deportes,Rosa,Bal—n Adidas,10, $185.59 ," $1,855.90 "
12/25/2026,Tienda A,Ropa,Josˇ,Camisa Lacoste,10, $509.65 ," $5,096.50 "
12/26/2026,Tienda A,Hogar,Carlos,Ventilador Imaco,7, $785.79 ," $5,500.53 "
12/27/2026,Tienda B,Hogar,Luis,Microondas LG,4, $742.64 ," $2,970.56 "
12/28/2026,Tienda E,Deportes,Mar’a,Cuerda para saltar,5," $1,057.86 "," $5,289.30 "
12/29/2026,Tienda A,Hogar,Luis,Licuadora Oster,9, $912.15 ," $8,209.35 "
12/30/2026,Tienda B,Electr—nica,Luc’a,Laptop HP,9, $337.82 ," $3,040.38 "
12/31/2026,Tienda A,Electr—nica,Ana,Smartwatch Apple,6, $233.94 ," $1,403.64 "
01/01/2027,Tienda C,Electr—nica,Josˇ,Smartwatch Apple,5, $60.89 , $304.45 
01/02/2027,Tienda B,Ropa,Carlos,Casaca Puma,3, $668.76 ," $2,006.28 "
01/03/2027,Tienda D,Electr—nica,Rosa,Smartwatch Apple,2," $1,350.53 "," $2,701.06 "
01/04/2027,Tienda B,Electr—nica,Mar’a,Smartphone Samsung,3, $91.91 , $275.73 
01/05/2027,Tienda A,Ropa,Luc’a,Pantal—n Levi's,9," $1,087.25 "," $9,785.25 "
01/06/2027,Tienda E,Ropa,Luc’a,Pantal—n Levi's,8, $404.02 ," $3,232.16 "
01/07/2027,Tienda A,Hogar,Josˇ,Ventilador Imaco,3," $1,189.50 "," $3,568.50 "
01/08/2027,Tienda C,Ropa,Pedro,Casaca Puma,6," $1,112.40 "," $6,674.40 "
01/09/2027,Tienda A,Juguetes,Carlos,Drone para ni–os,5, $192.14 , $960.70 
01/10/2027,Tienda D,Electr—nica,Ana,Smartwatch Apple,8," $1,024.95 "," $8,199.60 "
01/11/2027,Tienda A,Juguetes,Carlos,Puzzle 1000 piezas,3, $642.04 ," $1,926.12 "
01/12/2027,Tienda B,Hogar,Ana,Cafetera Delonghi,7, $219.03 ," $1,533.21 "
1/13/2027,Tienda D,Belleza,Luc’a,Plancha de cabello Remington,3, $318.21 , $954.63 
1/14/2027,Tienda D,Deportes,Josˇ,Guantes Everlast,6, $55.45 , $332.70 
1/15/2027,Tienda C,Ropa,Luis,Casaca Puma,9, $163.55 ," $1,471.95 "
1/16/2027,Tienda E,Ropa,Luis,Pantal—n Levi's,10, $531.83 ," $5,318.30 "
1/17/2027,Tienda C,Electr—nica,Luis,Tablet Lenovo,6, $566.86 ," $3,401.16 "
1/18/2027,Tienda B,Deportes,Rosa,Guantes Everlast,1, $699.53 , $699.53 
1/19/2027,Tienda C,Belleza,Luc’a,Perfume Dior,6, $408.58 ," $2,451.48 "
1/20/2027,Tienda B,Hogar,Ana,Microondas LG,7, $730.90 ," $5,116.30 "
1/21/2027,Tienda C,Deportes,Rosa,Bal—n Adidas,1, $675.93 , $675.93 
1/22/2027,Tienda D,Ropa,Luc’a,Camisa Lacoste,7," $1,144.09 "," $8,008.63 "
1/23/2027,Tienda B,Deportes,Josˇ,Cuerda para saltar,8," $1,350.53 "," $10,804.24 "
1/24/2027,Tienda E,Ropa,Carlos,Polo Adidas,4," $1,427.44 "," $5,709.76 "
1/25/2027,Tienda C,Ropa,Luis,Casaca Puma,1, $994.86 , $994.86 
1/26/2027,Tienda A,Hogar,Carlos,Microondas LG,9, $213.57 ," $1,922.13 "
1/27/2027,Tienda A,Deportes,Rosa,Guantes Everlast,7, $478.07 ," $3,346.49 "
1/28/2027,Tienda B,Electr—nica,Luis,Tablet Lenovo,7, $337.32 ," $2,361.24 "
1/29/2027,Tienda B,Juguetes,Josˇ,Auto Hot Wheels,1," $1,326.12 "," $1,326.12 "
1/30/2027,Tienda D,Belleza,Ana,Maquillaje Maybelline,10, $234.43 ," $2,344.30 "
1/31/2027,Tienda D,Deportes,Luc’a,Cuerda para saltar,5, $225.29 ," $1,126.45 "
02/01/2027,Tienda E,Electr—nica,Luc’a,Tablet Lenovo,5," $1,294.77 "," $6,473.85 "
02/02/2027,Tienda A,Juguetes,Luc’a,Drone para ni–os,9, $20.37 , $183.33 
02/03/2027,Tienda A,Juguetes,Luc’a,Drone para ni–os,7," $1,060.49 "," $7,423.43 "
02/04/2027,Tienda D,Belleza,Rosa,Crema Nivea,9, $82.26 , $740.34 
02/05/2027,Tienda D,Ropa,Mar’a,Casaca Puma,8, $922.57 ," $7,380.56 "
02/06/2027,Tienda D,Belleza,Mar’a,Maquillaje Maybelline,1, $106.27 , $106.27 
02/07/2027,Tienda C,Belleza,Carlos,Perfume Dior,1, $810.79 , $810.79 
02/08/2027,Tienda D,Juguetes,Mar’a,Mu–eca Barbie,10, $496.75 ," $4,967.50 "
02/09/2027,Tienda C,Belleza,Mar’a,Crema Nivea,4, $851.79 ," $3,407.16 "
02/10/2027,Tienda D,Deportes,Rosa,Bal—n Adidas,10, $545.13 ," $5,451.30 "
02/11/2027,Tienda A,Juguetes,Pedro,Puzzle 1000 piezas,7," $1,129.44 "," $7,906.08 "
02/12/2027,Tienda A,Belleza,Luis,Maquillaje Maybelline,7, $240.02 ," $1,680.14 "
2/13/2027,Tienda A,Electr—nica,Luis,Smartphone Samsung,4," $1,472.53 "," $5,890.12 "
2/14/2027,Tienda A,Electr—nica,Ana,Smartwatch Apple,8," $1,265.36 "," $10,122.88 "
2/15/2027,Tienda C,Deportes,Josˇ,Cuerda para saltar,4, $593.56 ," $2,374.24 "
2/16/2027,Tienda A,Deportes,Carlos,Raqueta Wilson,1, $220.69 , $220.69 
2/17/2027,Tienda D,Electr—nica,Pedro,Auriculares Sony,2, $583.39 ," $1,166.78 "
2/18/2027,Tienda E,Deportes,Carlos,Cuerda para saltar,3, $928.89 ," $2,786.67 "
2/19/2027,Tienda D,Electr—nica,Luis,Tablet Lenovo,1, $133.48 , $133.48 
2/20/2027,Tienda A,Belleza,Carlos,Maquillaje Maybelline,1," $1,080.70 "," $1,080.70 "
2/21/2027,Tienda C,Ropa,Carlos,Camisa Lacoste,1, $173.27 , $173.27 
2/22/2027,Tienda B,Juguetes,Ana,Auto Hot Wheels,7, $42.16 , $295.12 
2/23/2027,Tienda E,Electr—nica,Pedro,Tablet Lenovo,7," $1,151.58 "," $8,061.06 "
2/24/2027,Tienda E,Hogar,Luc’a,Ventilador Imaco,4, $204.80 , $819.20 
2/25/2027,Tienda C,Belleza,Pedro,Maquillaje Maybelline,3," $1,048.17 "," $3,144.51 "
2/26/2027,Tienda E,Belleza,Josˇ,Perfume Dior,10, $913.17 ," $9,131.70 "
2/27/2027,Tienda A,Deportes,Mar’a,Cuerda para saltar,6, $869.89 ," $5,219.34 "
2/28/2027,Tienda E,Juguetes,Ana,Drone para ni–os,2, $712.28 ," $1,424.56 "
03/01/2027,Tienda B,Hogar,Mar’a,Plancha Philips,9," $1,484.05 "," $13,356.45 "
03/02/2027,Tienda B,Hogar,Luc’a,Ventilador Imaco,4," $1,326.83 "," $5,307.32 "
03/03/2027,Tienda A,Belleza,Luc’a,Perfume Dior,8," $1,150.69 "," $9,205.52 "
03/04/2027,Tienda A,Ropa,Rosa,Zapatillas Nike,10, $507.05 ," $5,070.50 "
03/05/2027,Tienda E,Deportes,Ana,Raqueta Wilson,6, $198.47 ," $1,190.82 "
03/06/2027,Tienda E,Belleza,Mar’a,Maquillaje Maybelline,3, $129.84 , $389.52 
03/07/2027,Tienda A,Belleza,Luis,Crema Nivea,7, $360.31 ," $2,522.17 "
03/08/2027,Tienda A,Belleza,Pedro,Secadora Philips,2, $711.75 ," $1,423.50 "
03/09/2027,Tienda D,Hogar,Luc’a,Plancha Philips,10," $1,268.87 "," $12,688.70 "
03/10/2027,Tienda E,Electr—nica,Luis,Auriculares Sony,6, $53.83 , $322.98 
03/11/2027,Tienda E,Deportes,Pedro,Bicicleta Trek,6, $140.23 , $841.38 
03/12/2027,Tienda A,Juguetes,Carlos,Drone para ni–os,3, $167.82 , $503.46 
3/13/2027,Tienda B,Juguetes,Rosa,Lego Star Wars,9, $235.99 ," $2,123.91 "
3/14/2027,Tienda D,Belleza,Carlos,Plancha de cabello Remington,2," $1,189.38 "," $2,378.76 "
3/15/2027,Tienda C,Juguetes,Luis,Lego Star Wars,1, $875.79 , $875.79 
3/16/2027,Tienda B,Hogar,Luis,Licuadora Oster,8, $549.83 ," $4,398.64 "
3/17/2027,Tienda E,Electr—nica,Ana,Auriculares Sony,10," $1,343.53 "," $13,435.30 "
3/18/2027,Tienda E,Hogar,Pedro,Cafetera Delonghi,3, $447.92 ," $1,343.76 "
3/19/2027,Tienda D,Hogar,Luis,Plancha Philips,7, $362.05 ," $2,534.35 "
3/20/2027,Tienda E,Belleza,Carlos,Perfume Dior,5, $699.92 ," $3,499.60 "
3/21/2027,Tienda E,Ropa,Rosa,Camisa Lacoste,4," $1,097.94 "," $4,391.76 "
3/22/2027,Tienda D,Juguetes,Josˇ,Lego Star Wars,5," $1,459.65 "," $7,298.25 "
3/23/2027,Tienda D,Hogar,Pedro,Cafetera Delonghi,6, $30.59 , $183.54 
3/24/2027,Tienda D,Belleza,Rosa,Plancha de cabello Remington,9," $1,215.00 "," $10,935.00 "
3/25/2027,Tienda D,Juguetes,Carlos,Puzzle 1000 piezas,7," $1,274.01 "," $8,918.07 "
3/26/2027,Tienda E,Electr—nica,Pedro,Laptop HP,3, $368.05 ," $1,104.15 "
3/27/2027,Tienda E,Belleza,Pedro,Plancha de cabello Remington,10," $1,292.40 "," $12,924.00 "
3/28/2027,Tienda E,Electr—nica,Ana,Auriculares Sony,8," $1,198.03 "," $9,584.24 "
3/29/2027,Tienda C,Ropa,Mar’a,Zapatillas Nike,7," $1,418.05 "," $9,926.35 "
3/30/2027,Tienda A,Belleza,Carlos,Secadora Philips,6," $1,406.72 "," $8,440.32 "
3/31/2027,Tienda C,Belleza,Pedro,Secadora Philips,7, $868.16 ," $6,077.12 "
04/01/2027,Tienda A,Deportes,Mar’a,Raqueta Wilson,6, $431.23 ," $2,587.38 "
04/02/2027,Tienda C,Belleza,Rosa,Secadora Philips,8, $960.51 ," $7,684.08 "
04/03/2027,Tienda D,Ropa,Mar’a,Pantal—n Levi's,3, $628.75 ," $1,886.25 "
04/04/2027,Tienda D,Hogar,Luis,Cafetera Delonghi,8, $877.67 ," $7,021.36 "
04/05/2027,Tienda B,Belleza,Ana,Perfume Dior,8," $1,150.47 "," $9,203.76 "
04/06/2027,Tienda E,Juguetes,Pedro,Lego Star Wars,10, $89.08 , $890.80 
04/07/2027,Tienda E,Electr—nica,Carlos,Smartphone Samsung,5," $1,133.77 "," $5,668.85 "
04/08/2027,Tienda A,Juguetes,Pedro,Mu–eca Barbie,10," $1,120.74 "," $11,207.40 "
04/09/2027,Tienda A,Electr—nica,Carlos,Tablet Lenovo,8," $1,048.10 "," $8,384.80 "
04/10/2027,Tienda C,Juguetes,Luis,Mu–eca Barbie,8," $1,273.40 "," $10,187.20 "
04/11/2027,Tienda B,Ropa,Carlos,Camisa Lacoste,2," $1,289.11 "," $2,578.22 "
04/12/2027,Tienda A,Hogar,Rosa,Licuadora Oster,6, $55.81 , $334.86 
4/13/2027,Tienda E,Deportes,Mar’a,Bicicleta Trek,3, $616.96 ," $1,850.88 "
4/14/2027,Tienda C,Hogar,Rosa,Licuadora Oster,5, $750.33 ," $3,751.65 "
4/15/2027,Tienda C,Electr—nica,Pedro,Smartwatch Apple,6," $1,069.91 "," $6,419.46 "
4/16/2027,Tienda A,Ropa,Luc’a,Casaca Puma,9," $1,150.40 "," $10,353.60 "
4/17/2027,Tienda B,Electr—nica,Rosa,Tablet Lenovo,4, $444.04 ," $1,776.16 "
4/18/2027,Tienda C,Ropa,Josˇ,Camisa Lacoste,9, $417.95 ," $3,761.55 "
4/19/2027,Tienda E,Electr—nica,Josˇ,Smartphone Samsung,8, $547.96 ," $4,383.68 "
4/20/2027,Tienda E,Ropa,Luc’a,Pantal—n Levi's,6, $729.60 ," $4,377.60 "
4/21/2027,Tienda A,Ropa,Rosa,Casaca Puma,4, $221.62 , $886.48 
4/22/2027,Tienda C,Belleza,Josˇ,Secadora Philips,3," $1,322.34 "," $3,967.02 "
4/23/2027,Tienda B,Ropa,Ana,Polo Adidas,3, $341.68 ," $1,025.04 "
4/24/2027,Tienda D,Ropa,Mar’a,Polo Adidas,6, $55.71 , $334.26 
4/25/2027,Tienda D,Electr—nica,Mar’a,Smartphone Samsung,7, $765.96 ," $5,361.72 "
4/26/2027,Tienda A,Hogar,Luis,Microondas LG,6, $318.91 ," $1,913.46 "
4/27/2027,Tienda B,Hogar,Mar’a,Plancha Philips,7, $508.80 ," $3,561.60 "
4/28/2027,Tienda D,Hogar,Luis,Plancha Philips,10, $245.84 ," $2,458.40 "
4/29/2027,Tienda E,Hogar,Carlos,Licuadora Oster,2, $361.57 , $723.14 
4/30/2027,Tienda B,Hogar,Luc’a,Microondas LG,1," $1,251.02 "," $1,251.02 "
05/01/2027,Tienda E,Deportes,Josˇ,Cuerda para saltar,10, $695.11 ," $6,951.10 "
05/02/2027,Tienda C,Deportes,Rosa,Cuerda para saltar,5, $808.19 ," $4,040.95 "
05/03/2027,Tienda B,Deportes,Luis,Cuerda para saltar,8, $711.72 ," $5,693.76 "
05/04/2027,Tienda D,Electr—nica,Luc’a,Tablet Lenovo,4, $347.56 ," $1,390.24 "
05/05/2027,Tienda C,Belleza,Rosa,Crema Nivea,8," $1,441.32 "," $11,530.56 "
05/06/2027,Tienda C,Ropa,Pedro,Zapatillas Nike,2," $1,411.35 "," $2,822.70 "
05/07/2027,Tienda D,Ropa,Luc’a,Polo Adidas,6," $1,021.01 "," $6,126.06 "
05/08/2027,Tienda B,Electr—nica,Ana,Smartphone Samsung,7, $136.89 , $958.23 
05/09/2027,Tienda D,Juguetes,Mar’a,Puzzle 1000 piezas,10," $1,044.81 "," $10,448.10 "
05/10/2027,Tienda E,Ropa,Luc’a,Camisa Lacoste,8, $82.38 , $659.04 
05/11/2027,Tienda B,Electr—nica,Luc’a,Smartwatch Apple,9," $1,154.35 "," $10,389.15 "
05/12/2027,Tienda E,Juguetes,Josˇ,Drone para ni–os,10, $482.63 ," $4,826.30 "
5/13/2027,Tienda C,Ropa,Mar’a,Zapatillas Nike,4, $541.64 ," $2,166.56 "
5/14/2027,Tienda D,Juguetes,Rosa,Lego Star Wars,3," $1,388.01 "," $4,164.03 "
5/15/2027,Tienda D,Ropa,Carlos,Casaca Puma,4, $318.24 ," $1,272.96 "
